event_date,year,disorder_type,event_type,sub_event_type,actor1,inter1,admin1,admin2,location,latitude,longitude,fatalities
2024-02-14,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Imo,Mbaitoli,Mbieri,5.5833,7.05,0.0
2024-02-13,2024,Political violence,Battles,Armed clash,Zamfara Communal Militia (Nigeria),4,Zamfara,Kaura Namoda,Kaura Namoda,12.5898,6.5779,2.0
2024-02-13,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Yobe,Fika,Gurjia,11.3827,11.5285,1.0
2024-02-13,2024,Political violence,Violence against civilians,Attack,Sokoto State Community Guards Corps,3,Sokoto,Gada,Kaffe,13.6909,5.7275,5.0
2024-02-13,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ogun,Ado-Odo,Sanngo-Ota,6.7053,3.2398,0.0
2024-02-13,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ogun,Ado-Odo,Otta,6.6841,3.2327,0.0
2024-02-13,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Yobe,Damaturu,Damaturu,11.747,11.9608,0.0
2024-02-13,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Sokoto,Sokoto North,Sokoto,13.0682,5.2347,0.0
2024-02-13,2024,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Osun,Ife Central,Ile-Ife,7.4824,4.5603,0.0
2024-02-13,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Kukawa,Kukawa,12.9186,13.6283,0.0
2024-02-13,2024,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa),2,Borno,Mobbar,Damasak,13.0977,12.4952,0.0
2024-02-13,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kebbi Communal Militia (Nigeria),4,Kebbi,Suru,Suru,11.924,4.1822,0.0
2024-02-13,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Sokoto Communal Militia (Nigeria),4,Sokoto,Isa,Tsabre,13.2454,6.2458,0.0
2024-02-13,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Yobe,Yunusari,Kanama,13.0886,12.1056,2.0
2024-02-13,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Kaura Namoda,Kaura Namoda,12.5898,6.5779,0.0
2024-02-13,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Shinkafi,Shinkafi,13.0753,6.5105,0.0
2024-02-13,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Dutsinma,Dutsin Ma,12.4517,7.4981,3.0
2024-02-13,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Akwa Ibom,Itu,Itu,5.2004,7.9848,1.0
2024-02-13,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Wuse,9.0706,7.4675,0.0
2024-02-13,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Konduga,Mairami,11.577,13.5367,0.0
2024-02-13,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Anka,Abare,12.0778,5.9564,0.0
2024-02-12,2024,Political violence,Battles,Armed clash,IPOB: Indigenous Peoples of Biafra,2,Imo,Okigwe,Umualumuoke,5.7424,7.3512,1.0
2024-02-12,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Damboa,Ajir,11.0441,12.6566,0.0
2024-02-12,2024,Political violence,Battles,Armed clash,Maru Communal Militia (Nigeria),4,Zamfara,Maru,Kanoma,12.2284,6.2962,60.0
2024-02-12,2024,Strategic developments,Strategic developments,Arrests,Police Forces of Nigeria (2023-),1,Lagos,Badagry,Badagry,6.4167,2.8833,0.0
2024-02-12,2024,Strategic developments,Strategic developments,Arrests,Police Forces of Nigeria (2023-) NSCDC: Nigeria Security and Civil Defence Corps,1,Niger,Gurara,Lambata,9.2898,7.0089,0.0
2024-02-12,2024,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Nigeria (2023-),1,Bayelsa,Ekermor,Ekeremor,5.0556,5.7801,0.0
2024-02-12,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Osun,Ife Central,Ile-Ife,7.4824,4.5603,0.0
2024-02-12,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Bauchi,Dass,Dass,10.0008,9.5161,0.0
2024-02-12,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Bauchi,Ningi,Ningi,11.076,9.5647,0.0
2024-02-12,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Lagos Mainland,Yaba,6.4979,3.3829,0.0
2024-02-12,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Zurmi,12.7776,6.7834,8.0
2024-02-12,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Sokoto,Gada,Gada,13.7474,5.6552,0.0
2024-02-12,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Adamawa,Yola-North,Yola,9.2,12.4833,0.0
2024-02-12,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2024-02-12,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Oyo,Ibadan North West,Ibadan,7.3776,3.9059,0.0
2024-02-12,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2024-02-12,2024,Political violence,Battles,Armed clash,IPOB: Indigenous Peoples of Biafra,2,Imo,Okigwe,Okigwe,5.8352,7.3599,1.0
2024-02-12,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Delta,Ethiope West,Ogharefe,5.9319,5.6652,0.0
2024-02-11,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Kurfi,Kurfi,12.6684,7.4841,1.0
2024-02-11,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Plateau,Bassa,Miango,9.85,8.7333,2.0
2024-02-11,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Lagos Mainland,Yaba,6.4979,3.3829,0.0
2024-02-11,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Faskari,Daudawa,11.6291,7.1564,0.0
2024-02-11,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Anambra,Ihiala,Orsumoghu,5.8721,6.9314,1.0
2024-02-11,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Kandawa,12.9339,7.3038,1.0
2024-02-11,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Katsina,Batsari,Batsari,12.7515,7.2447,15.0
2024-02-11,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Jibia,Jibia,13.0978,7.2225,9.0
2024-02-11,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Anka,Anka,12.1138,5.9243,0.0
2024-02-10,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Communal Militia (Nigeria),4,Sokoto,Sokoto North,Sokoto,13.0682,5.2347,0.0
2024-02-10,2024,Political violence,Battles,Armed clash,Amotekun Corps,3,Osun,Atakumosa East,Kajola,7.7221,4.6334,0.0
2024-02-10,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Igabi,Igabi,10.7889,7.7749,3.0
2024-02-10,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Ogun,Egbado South,Ilobi,6.7449,3.0378,4.0
2024-02-10,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Plateau,Bassa,Miango,9.85,8.7333,1.0
2024-02-10,2024,Political violence,Violence against civilians,Attack,Zamfara State Community Protection Guards,3,Zamfara,Tsafe,Tsafe,11.9555,6.9194,1.0
2024-02-10,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Nassarawa,Lafia,Lafia,8.4833,8.5167,0.0
2024-02-10,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Ibeju-Lekki,Ibeju,6.487,3.8928,0.0
2024-02-10,2024,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),2,Borno,Damboa,Waijroko,10.9339,12.5268,2.0
2024-02-10,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Ogun,Egbado South,Owode,6.6979,2.9827,4.0
2024-02-10,2024,Political violence,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Mafa,Mafa,12.1096,13.7005,0.0
2024-02-10,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Dutsinma,Dutsin Ma,12.4517,7.4981,6.0
2024-02-10,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Imo,Okigwe,Okigwe,5.8352,7.3599,1.0
2024-02-10,2024,Political violence,Battles,Armed clash,Military Forces of Cameroon (1982-),8,Borno,Bama,Banki,11.2551,14.1482,0.0
2024-02-09,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Adamawa,Ganye,Gamu,8.2676,12.0673,1.0
2024-02-09,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Adamawa,Michika,Tudun Wada,10.5834,13.3404,0.0
2024-02-09,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Ikeja,Ikeja,6.5942,3.3375,0.0
2024-02-09,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ondo,Akure South,Akure,7.2526,5.1931,0.0
2024-02-09,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Osun,Osogbo,Oshogbo,7.7667,4.5667,0.0
2024-02-09,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Ondo,Akoko North East,Akunnu,7.6263,5.9402,1.0
2024-02-09,2024,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Nigeria (2023-),1,Ondo,Ese-Edo,Igbekebo,6.3589,4.8652,0.0
2024-02-09,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Lagos,Agege,Agege,6.6143,3.3244,0.0
2024-02-09,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Borno,Bama,Bama,11.5221,13.6856,2.0
2024-02-09,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Federal Capital Territory,Abuja Municipal,Mpape,9.1458,7.4956,11.0
2024-02-09,2024,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),3,Rivers,Port Harcourt,Diobu,4.8104,6.9853,1.0
2024-02-08,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Ekiti,Ikere,Ikere,7.4913,5.2323,0.0
2024-02-08,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Faskari,Birnin Kogo,11.6735,6.9389,0.0
2024-02-08,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Nassarawa,Karu,Gitata,9.1,7.95,3.0
2024-02-08,2024,Political violence,Battles,Armed clash,SEC: Supreme Eiye Confraternity (Nigeria),3,Osun,Atakumosa West,Osu,7.5854,4.6226,3.0
2024-02-08,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Oyo,Ogbomosho North,Ogbomosho,8.1333,4.2667,0.0
2024-02-08,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Plateau,Bassa,Bassa,9.9333,8.7333,1.0
2024-02-08,2024,Political violence,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),4,Benue,Otukpo,Umogidi,7.5203,7.9775,2.0
2024-02-08,2024,Political violence,Battles,Armed clash,Jimeta Communal Militia (Nigeria),4,Adamawa,Girei,Jimeta,9.2833,12.4667,1.0
2024-02-08,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Federal Capital Territory,Abuja Municipal,Lugbe,8.9731,7.3841,0.0
2024-02-08,2024,Political violence,Violence against civilians,Sexual violence,Police Forces of Nigeria (2023-),1,Ogun,Ijebu North,Ago,6.9362,3.922,0.0
2024-02-08,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kano,Kano Municipal,Kano,12.0,8.5167,0.0
2024-02-08,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Delta,Ethiope West,Jesse,5.8648,5.7537,0.0
2024-02-08,2024,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Nigeria (2023-),1,Rivers,Obio,Oyigbo,4.8871,7.1237,0.0
2024-02-07,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Enugu,Enugu North,Enugu,6.4426,7.5022,0.0
2024-02-07,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Kwaga,10.7098,6.6252,0.0
2024-02-07,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Katsina,Dan-Musa,Dan Ali,12.1339,7.5269,0.0
2024-02-07,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Katsina,Dan-Musa,Yan Tumaki,12.1985,7.4781,0.0
2024-02-07,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kogi,Lokoja,Lokoja,7.8024,6.743,0.0
2024-02-07,2024,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Lagos,Ikorodu,Ikorodu,6.6155,3.5087,2.0
2024-02-07,2024,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Gwoza,Lokodisa Adamu,11.1103,13.5613,1.0
2024-02-07,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Kaura Namoda,Kungurki,12.6033,6.494,3.0
2024-02-07,2024,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Dikwa,Dikwa,12.024,13.9165,0.0
2024-02-07,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Osun,Ilesha East,Ilesa,7.6167,4.7333,3.0
2024-02-07,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2024-02-07,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Niger,Suleja,Suleja,9.1758,7.1808,0.0
2024-02-07,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Abuja Municipal,Jabi,9.0602,7.4236,0.0
2024-02-07,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kaduna,Kaduna North,Kaduna,10.5222,7.4383,0.0
2024-02-06,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Plateau,Mangu,Mangu,9.5206,9.0977,0.0
2024-02-06,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Kogi,Ijumu,Ogidi-Kabba,7.7544,6.0103,1.0
2024-02-06,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Anambra,Onisha North,Onitsha,6.1454,6.7885,0.0
2024-02-06,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Birnin Gwari,10.6637,6.54,4.0
2024-02-06,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Lagos,Apapa,Tin Can Island,6.4339,3.3564,1.0
2024-02-06,2024,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Lagos,Ikeja,Ojodu,6.6443,3.3641,0.0
2024-02-06,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),4,Niger,Shiroro,Masuku,10.4859,6.64,0.0
2024-02-06,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Osun,Orolu,Ifon,7.8667,4.4833,0.0
2024-02-06,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Kankara,Kankara,11.9302,7.4127,0.0
2024-02-06,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Taraba,Takum,Takum,7.2667,9.9833,0.0
2024-02-06,2024,Strategic developments,Strategic developments,Change to group/activity,Islamic State (West Africa),2,Borno,Bama,Bama,11.5221,13.6856,0.0
2024-02-06,2024,Strategic developments,Strategic developments,Change to group/activity,Unidentified Armed Group (Nigeria),3,Ondo,Odigbo,Ore,6.7457,4.8775,0.0
2024-02-06,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Safana,Safana,12.3778,7.377,0.0
2024-02-06,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Abuja Municipal,Lugbe,8.9731,7.3841,0.0
2024-02-06,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Enugu,Uzo Uwani,Nimbo,6.8167,7.1667,0.0
2024-02-06,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Oshodi,Isolo,6.5292,3.3217,0.0
2024-02-06,2024,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Abia,Ikwuano,Umudike,5.4765,7.5491,0.0
2024-02-06,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2024-02-06,2024,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Nassarawa,Toto,Katapka,8.4724,7.3517,5.0
2024-02-05,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Delta,Ughelli North,Uwheru,5.2411,6.0125,1.0
2024-02-05,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Benue,Gwer West,Achoho,7.7272,8.1573,1.0
2024-02-05,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Delta,Ughelli North,Uwheru,5.2411,6.0125,0.0
2024-02-05,2024,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Lagos,Ikeja,Ojodu,6.6443,3.3641,0.0
2024-02-05,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),4,Niger,Muya,Dangunu,9.9872,7.0661,0.0
2024-02-05,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),4,Niger,Muya,Sarkin Pawa,10.0209,7.1124,0.0
2024-02-05,2024,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Osun,Ife Central,Ile-Ife,7.4824,4.5603,0.0
2024-02-05,2024,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),3,Rivers,Ahoada West,Akinima,5.0765,6.4634,0.0
2024-02-05,2024,Strategic developments,Strategic developments,Change to group/activity,Niger Communal Militia (Nigeria),4,Niger,Muya,Sarkin Pawa,10.0209,7.1124,0.0
2024-02-05,2024,Strategic developments,Strategic developments,Change to group/activity,Niger Communal Militia (Nigeria),4,Niger,Rafi,Kagara,10.1844,6.2534,0.0
2024-02-05,2024,Strategic developments,Strategic developments,Change to group/activity,Niger Communal Militia (Nigeria),4,Niger,Shiroro,Shiroro,9.96,6.8346,0.0
2024-02-05,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),2,Borno,Kukawa,Kukawa,12.9186,13.6283,0.0
2024-02-05,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Taraba,Takum,Takum,7.2667,9.9833,0.0
2024-02-05,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Enugu,Enugu North,Enugu,6.4426,7.5022,0.0
2024-02-05,2024,Political violence,Battles,Armed clash,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Dauran Birnin Tsaba,12.6821,6.7511,13.0
2024-02-05,2024,Political violence,Violence against civilians,Sexual violence,Police Forces of Nigeria (2023-),1,Ogun,Ijebu North,Ago,6.9362,3.922,0.0
